APP_ID,CLASS_NAME,INVOCATION,NO. OF ARGUMENTS,COMPLEXITY_SCORE,Comments,,
com.HLFapps.MyHLF-13,OkHttpClientWrapper.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] cert, String authType) throws CertificateException {
  }",0,-1,Empty CheckServerTrusted,,
com.stratisiot.mobile-20801001,UnsafeConnectionBuilder.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] certs, String authType) {
  }",0,-1,Empty CheckServerTrusted,,
com.yz.mybeats.air-1,DefaultParamsBuilder.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] certs, String authType) {
  }",0,-1,Empty CheckServerTrusted,,
com.allrcs.airteltv-20,PhilipsClient.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] chain, String authType) {
  }",0,-1,Empty CheckServerTrusted,,
eu.aitech.aidashdemo-10200,HttpRequest.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] chain, String authType) {
  }",0,-1,Empty CheckServerTrusted,,
se.ctek.takingcharge-211,CordovaServerTrust.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] chain, String authType) {
  }",0,-1,Empty CheckServerTrusted,,
com.allrcs.RemoteForHaier-22,DummyTrustManager.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] chain, String authType) {
  }",0,-1,Empty CheckServerTrusted,,
ch.bmtconsulting.bmthumidor-300012,HttpRequest.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] chain, String authType) {
  }",0,-1,Empty CheckServerTrusted,,
com.ionicframework.morvan389999-2019123463,CordovaServerTrust.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] chain, String authType) {
  }",0,-1,Empty CheckServerTrusted,,
com.allrcs.toshibatv-34,AtvSSLSocket.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] chain, String authType) {
  }",0,-1,Empty CheckServerTrusted,,
com.yogelectroprocess.yeppl-10203,HttpRequest.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] chain, String authType) {
  }",0,-1,Empty CheckServerTrusted,,
com.allrcs.astronjoi-14,DummyTrustManager.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] chain, String authType) {
  }",0,-1,Empty CheckServerTrusted,,
com.allrcs.devanttv-14,PhilipsClient.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] chain, String authType) {
  }",0,-1,Empty CheckServerTrusted,,
com.faq.swiss-63,ApiManager.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] chain, String authType) {
  }",0,-1,Empty CheckServerTrusted,,
com.iapartments.llc-169,SSLCertificateHelper.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] chain, String authType) {
  }",0,-1,Empty CheckServerTrusted,,
com.allrcs.asanotv-15,AtvSSLSocket.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] chain, String authType) {
  }",0,-1,Empty CheckServerTrusted,,
com.imattsolutions.onlyt-13,NonValidatingTrustManager.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] chain, String authType) throws CertificateException {
  }",0,-1,Empty CheckServerTrusted,,
com.cosesy.gadget.snoosalarm-303,UnsignedCertificateSSLSocketFactory.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] chain, String authType) throws CertificateException {
  }",0,-1,Empty CheckServerTrusted,,
com.qmx.myfleet-29039,NetworkUtils.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] chain, String authType) throws CertificateException {
  }",0,-1,Empty CheckServerTrusted,,
acti.android.ActiveMobileClient-62,APIHandler.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] chain, String authType) throws CertificateException {
  }",0,-1,Empty CheckServerTrusted,,
com.wegot.venaqua-69,ReactNativeBlobUtilUtils.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] chain, String authType) throws CertificateException {
  }",0,-1,Empty CheckServerTrusted,,
com.ktt.yosmart-3504,DefaultSSLSocketFactory.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] chain, String authType) throws CertificateException {
  }",0,-1,Empty CheckServerTrusted,,
com.jarvish.android.jarvishpremium-75,OtaApi.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] chain, String authType) throws CertificateException {
  }",0,-1,Empty CheckServerTrusted,,
cn.app.zefit2.mykronoz-62,DefaultSSLSocketFactory.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] chain, String authType) throws CertificateException {
  }",0,-1,Empty CheckServerTrusted,,
com.cem.amos.et20player-15,HttpUtil.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] chain, String authType) throws CertificateException {
  }",0,-1,Empty CheckServerTrusted,,
com.yeedi.app-68,C5363b.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] chain, String authType) throws CertificateException {
  }",0,-1,Empty CheckServerTrusted,,
com.infinition.smartcenter-510000013,AbstractPandaRequest.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] chain, String authType) throws CertificateException {
  }",0,-1,Empty CheckServerTrusted,,
com.xincore.tech.app-263,OkHttpCore.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] chain, String authType) throws CertificateException {
  }",0,-1,Empty CheckServerTrusted,,
com.digithai.bticino.myhome-38,UnsafeOkHttpClient.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] chain, String authType) throws CertificateException {
  }",0,-1,Empty CheckServerTrusted,,
pro.alea.midac-113,UnsafeOkHttpClient.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] chain, String authType) throws CertificateException {
  }",0,-1,Empty CheckServerTrusted,,
fr.jeedom.jeedom-1410023,NonValidatingTrustManager.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] chain, String authType) throws CertificateException {
  }",0,-1,Empty CheckServerTrusted,,
com.onix.ultimatesportsengineering.olas-72,ImplTrustCertificateDownloadFileManager.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] p0, String p1) {
  }",0,-1,Empty CheckServerTrusted,,
com.kraftwerk9.firetv-2012241446,C9031e.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] x509CertificateArr, String str) {
  }",0,-1,Empty CheckServerTrusted,,
com.wifiaudio.harmanbar-2023101713,C2536a.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] x509CertificateArr, String str) {
  }",0,-1,Empty CheckServerTrusted,,
com.Magento.MobileAssistant-86,C2670E.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] x509CertificateArr, String str) {
  }",0,-1,Empty CheckServerTrusted,,
net.avglabs.hsbuddy-232031452,CordovaServerTrust.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] x509CertificateArr, String str) {
  }",0,-1,Empty CheckServerTrusted,,
com.wifiaudio.JensenWifi-2023071212,C4153c.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] x509CertificateArr, String str) {
  }",0,-1,Empty CheckServerTrusted,,
com.philips.sleepmapper.root-135,C3022oh.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] x509CertificateArr, String str) {
  }",0,-1,Empty CheckServerTrusted,,
com.uhooair-174,C8720r1.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] x509CertificateArr, String str) {
  }",0,-1,Empty CheckServerTrusted,,
com.wifiaudio.WiFiSpeaker-2019082317,C2996a.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] x509CertificateArr, String str) {
  }",0,-1,Empty CheckServerTrusted,,
com.tools.tv.remote.sensei-12,DummyTrustManager.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] x509CertificateArr, String str) {
  }",0,-1,Empty CheckServerTrusted,,
com.prinics.victure-830,HttpConnection.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] x509CertificateArr, String str) {
  }",0,-1,Empty CheckServerTrusted,,
com.rangetelmobilephonetrackertracker.android-85,HttpRequest.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] x509CertificateArr, String str) {
  }",0,-1,Empty CheckServerTrusted,,
com.vbreathe.app-140,CordovaServerTrust.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] x509CertificateArr, String str) {
  }",0,-1,Empty CheckServerTrusted,,
com.iiordanov.HakkoHmiVnc-115103,HttpsFileDownloader.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] x509CertificateArr, String str) {
  }",0,-1,Empty CheckServerTrusted,,
com.bruynzeelstorage.dynamic2-2097200,C1156h.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] x509CertificateArr, String str) {
  }",0,-1,Empty CheckServerTrusted,,
com.airconet.plus.info-70,NaiveSSLContext.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] x509CertificateArr, String str) {
  }",0,-1,Empty CheckServerTrusted,,
io.dride-1415,CordovaServerTrust.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] x509CertificateArr, String str) {
  }",0,-1,Empty CheckServerTrusted,,
com.wifiaudio.EarthQuake-2019082217,C0866a.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] x509CertificateArr, String str) {
  }",0,-1,Empty CheckServerTrusted,,
com.adi.remote.phone-122,SslUtils.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] x509CertificateArr, String str) {
  }",0,-1,Empty CheckServerTrusted,,
com.weedle.sb_jbl_remotes-10004,AndroidRemoteConfigurationFetcher.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] x509CertificateArr, String str) {
  }",0,-1,Empty CheckServerTrusted,,
com.loby.hb.AlienWheel-6,C0352m.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] x509CertificateArr, String str) {
  }",0,-1,Empty CheckServerTrusted,,
com.mediola.iqontrolclassic-130,XCWebSocket.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] x509CertificateArr, String str) {
  }",0,-1,Empty CheckServerTrusted,,
kr.co.p_tech.petalandroid-81,RetrofitAdapter.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] x509CertificateArr, String str) {
  }",0,-1,Empty CheckServerTrusted,,
com.mahindra.genlink-13,HttpConnection.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] x509CertificateArr, String str) {
  }",0,-1,Empty CheckServerTrusted,,
jp.co.verikey.sp-32804,RunnableC1999g.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] x509CertificateArr, String str) {
  }",0,-1,Empty CheckServerTrusted,,
com.ayyanremote.sansuitvremote-9,C4284b.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] x509CertificateArr, String str) {
  }",0,-1,Empty CheckServerTrusted,,
com.ayyanremote.hisensetvremote-9,C7804e.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] x509CertificateArr, String str) {
  }",0,-1,Empty CheckServerTrusted,,
com.weedle.lg_ac_remotes-10001,AndroidRemoteConfigurationFetcher.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] x509CertificateArr, String str) {
  }",0,-1,Empty CheckServerTrusted,,
de.elero.centerohome-1112,XCWebSocket.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] x509CertificateArr, String str) {
  }",0,-1,Empty CheckServerTrusted,,
com.epson.epsonsmart-4060102,C4169a.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] x509CertificateArr, String str) {
  }",0,-1,Empty CheckServerTrusted,,
com.tvremoteapp.elementtvremote-13,C8243g.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] x509CertificateArr, String str) {
  }",0,-1,Empty CheckServerTrusted,,
com.wifiaudio.WiFiSpeaker-2019082317,C0866a.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] x509CertificateArr, String str) {
  }",0,-1,Empty CheckServerTrusted,,
com.wifiaudio.XORO-2022122016,C4049c.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] x509CertificateArr, String str) {
  }",0,-1,Empty CheckServerTrusted,,
net.ncitglobal.allheartboxing-100,CordovaServerTrust.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] x509CertificateArr, String str) {
  }",0,-1,Empty CheckServerTrusted,,
nl.comfortability.comfortability-299,SslContextFactory.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] x509CertificateArr, String str) {
  }",0,-1,Empty CheckServerTrusted,,
com.domoticalabs.piko-53,HttpConnection.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] x509CertificateArr, String str) {
  }",0,-1,Empty CheckServerTrusted,,
com.hp.android.printservice-3163,JcaJceUtils.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] x509CertificateArr, String str) {
  }",0,-1,Empty CheckServerTrusted,,
com.wildfoundry.dataplicity.management-148,HttpClientProvider.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] x509CertificateArr, String str) {
  }",0,-1,Empty CheckServerTrusted,,
com.pure.select-341,SslContextFactory.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] x509CertificateArr, String str) {
  }",0,-1,Empty CheckServerTrusted,,
com.smartmonitor.inspyre-31044600,HttpConnection.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] x509CertificateArr, String str) {
  }",0,-1,Empty CheckServerTrusted,,
com.legend.superband.watch-46,NetWorkManager.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] x509CertificateArr, String str) {
  }",0,-1,Empty CheckServerTrusted,,
com.wifiaudio.Telefunken-2019091219,C2288a.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] x509CertificateArr, String str) {
  }",0,-1,Empty CheckServerTrusted,,
com.kattwinkel.android.soundseeder.player-212,SslContextFactory.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] x509CertificateArr, String str) {
  }",0,-1,Empty CheckServerTrusted,,
com.weedle.hisense_ac_remotes-10001,AndroidRemoteConfigurationFetcher.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] x509CertificateArr, String str) {
  }",0,-1,Empty CheckServerTrusted,,
com.bps.aquablaster-2023092217,C0523g.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] x509CertificateArr, String str) {
  }",0,-1,Empty CheckServerTrusted,,
com.actionsmicro.ezcast-1311,SslContextFactory.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] x509CertificateArr, String str) {
  }",0,-1,Empty CheckServerTrusted,,
com.phywe.measureapp-11000,CordovaServerTrust.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] x509CertificateArr, String str) {
  }",0,-1,Empty CheckServerTrusted,,
com.weedle.audio_receiver_yamaha_remotes-10004,AndroidRemoteConfigurationFetcher.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] x509CertificateArr, String str) {
  }",0,-1,Empty CheckServerTrusted,,
net.ajcloud.homeguardone-10,C6743d.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] x509CertificateArr, String str) {
  }",0,-1,Empty CheckServerTrusted,,
com.EducationalAppz.LearnControlSystems-12,C5354d1.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] x509CertificateArr, String str) {
  }",0,-1,Empty CheckServerTrusted,,
com.wifiaudio.Elipson-2019101717,C2228a.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] x509CertificateArr, String str) {
  }",0,-1,Empty CheckServerTrusted,,
de.twokit.castbrowser-109,X509TrustAllManager.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] x509CertificateArr, String str) {
  }",0,-1,Empty CheckServerTrusted,,
com.inn.nvengineer.jp-248,NaiveTrustManager.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] x509CertificateArr, String str) {
  }",0,-1,Empty CheckServerTrusted,,
si.xlab.xmarine-4829,Helpers.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] x509CertificateArr, String str) {
  }",0,-1,Empty CheckServerTrusted,,
com.nexcell.app-314,C0901g.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] x509CertificateArr, String str) {
  }",0,-1,Empty CheckServerTrusted,,
com.ayyanremote.xiaomitvremote-8,C4287b.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] x509CertificateArr, String str) {
  }",0,-1,Empty CheckServerTrusted,,
com.tiqiaa.remote-509,SharedComponent.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] x509CertificateArr, String str) {
  }",0,-1,Empty CheckServerTrusted,,
com.weedle.projector_hitachi_remotes-10004,AndroidRemoteConfigurationFetcher.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] x509CertificateArr, String str) {
  }",0,-1,Empty CheckServerTrusted,,
com.weedle.tv_westinghouse_remotes-10004,DummyTrustManager.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] x509CertificateArr, String str) {
  }",0,-1,Empty CheckServerTrusted,,
com.myuniportal.android.apps.airqualitynow-1445,C2232a.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] x509CertificateArr, String str) {
  }",0,-1,Empty CheckServerTrusted,,
com.confitek.divemateusb-25090001,SslUtils.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] x509CertificateArr, String str) {
  }",0,-1,Empty CheckServerTrusted,,
com.dlink.mydlinkunified-477,C9158j.java,"@Override // javax.net.ssl.X509TrustManager
  public void checkServerTrusted(X509Certificate[] x509CertificateArr, String str) {
  }",0,-1,Empty CheckServerTrusted,,
