APP_ID,CLASS_FILE_NAME,INVOCATION,ARGUMENTS LIST (FROM AST),NO. OF ARGUMENTS,COMPLEXITY_SCORE,ALGORITHM
com.subzero.group.owners.app-3000151,C4109g.java,"Cipher.getInstance(""AES/GCM-SIV/NoPadding"")",{'string_literal': 1},1,0,"""AES/GCM-SIV/NoPadding"""
com.ws.mesh.custom.ledissimo-10002,AES.java,"Cipher.getInstance(""AES/ECB/NoPadding"")",{'string_literal': 1},1,0,"""AES/ECB/NoPadding"""
screen.mirroring.miracast.tvcast-4,NTLMEngineImpl.java,"Cipher.getInstance(""DES/ECB/NoPadding"")",{'string_literal': 1},1,0,"""DES/ECB/NoPadding"""
com.vezel.android.defendercuard-1300024,C4669a.java,"Cipher.getInstance(""AES/CBC/PKCS5Padding"")",{'string_literal': 1},1,0,"""AES/CBC/PKCS5Padding"""
ina.smart-2,RSAUtil.java,Cipher.getInstance(str),{'identifier': 1},1,0,"""RSA"" (512 KEY)"
com.oem.android.airconnect-20191016,C0585d.java,"Cipher.getInstance(""DES"")",{'string_literal': 1},1,0,"""DES"""
com.vieweet.app-1230,AWSKeyValueStore.java,Cipher.getInstance(CIPHER_AES_GCM_NOPADDING),{'identifier': 1},1,0,"""AES/GCM/NoPadding"""
com.polymorph.vitalax-6,kd1.java,Cipher.getInstance(str),{'identifier': 1},1,0,-
us.legrand.ambient-181,StorageHelper.java,Cipher.getInstance(CIPHER_ALGORITHM),{'identifier': 1},1,0,"""AES/CBC/PKCS5Padding"""
com.rockfort.bluetoothinfo-5,zzfzi.java,"Cipher.getInstance(""AES/GCM-SIV/NoPadding"")",{'string_literal': 1},1,0,"""AES/GCM-SIV/NoPadding"""
com.wifiaudio.Elipson-2019101717,C1332h.java,"Cipher.getInstance(""AES/CBC/NoPadding"")",{'string_literal': 1},1,0,"""AES/CBC/NoPadding"""
com.smartforu-34,CryptUtils.java,"Cipher.getInstance(""AES/ECB/PKCS5Padding"")",{'string_literal': 1},1,0,"""AES/ECB/PKCS5Padding"""
com.scholarcraft.lightbox_free-12,zzek.java,"Cipher.getInstance(""AES/CBC/PKCS5Padding"")",{'string_literal': 1},1,0,"""AES/CBC/PKCS5Padding"""
co.vulcanlabs.lgremote-126,C3243a.java,"Cipher.getInstance(""AES/CBC/PKCS5Padding"")",{'string_literal': 1},1,0,"""AES/CBC/PKCS5Padding"""
com.tgtrack.tg-101,C0836d.java,Cipher.getInstance(str2),{'identifier': 1},1,0,-
com.milliontoolandservers.universalairconditioner-5,zzayi.java,"Cipher.getInstance(""AES/CTR/NOPADDING"")",{'string_literal': 1},1,0,"""AES/CTR/NOPADDING"""
com.samathosoft.mobileprintutil-38,NTLMEngineImpl.java,"Cipher.getInstance(""DES/ECB/NoPadding"")",{'string_literal': 1},1,0,"""DES/ECB/NoPadding"""
net.sguai.app-3219,C0564b.java,"Cipher.getInstance(""RSA/ECB/OAEPWithSHA256AndMGF1Padding"")",{'string_literal': 1},1,0,"""RSA/ECB/OAEPWithSHA256AndMGF1Padding"""
com.smartcricket.batsense-210021006,Crypto.java,"Cipher.getInstance(""AES/CBC/PKCS5Padding"")",{'string_literal': 1},1,0,"""AES/CBC/PKCS5Padding"""
com.lutron.lutronconnect-571,DeviceLoginCommunicator.java,"Cipher.getInstance(""RSA/ECB/PKCS1Padding"")",{'string_literal': 1},1,0,"""RSA/ECB/PKCS1Padding"""
com.tzumi.smarthome-9,bz3.java,"Cipher.getInstance(""AES/CBC/PKCS7Padding"")",{'string_literal': 1},1,0,"""AES/CBC/PKCS7Padding"""
com.myvitale.mootiv-34,zzdv.java,"Cipher.getInstance(""AES/GCM/NoPadding"")",{'string_literal': 1},1,0,"""AES/GCM/NoPadding"""
com.martinloren.stm32utils-54,AesGcmKS.java,Cipher.getInstance(f1353c),{'identifier': 1},1,0,"""AES/GCM/NoPadding"""
com.ottodiy-4194321,AesFlushingCipher.java,"Cipher.getInstance(""AES/CTR/NoPadding"")",{'string_literal': 1},1,0,"""AES/CTR/NoPadding"""
com.pragmation.home-5,dgt.java,"Cipher.getInstance(""AES/CBC/PKCS5Padding"")",{'string_literal': 1},1,0,"""AES/CBC/PKCS5Padding"""
lk.trackmycar.trackmycarmobile-2,C1867Hk.java,Cipher.getInstance(A02),{'identifier': 1},1,0,OBFUSCATED
pl.appartme-108,RSAUtils.java,Cipher.getInstance(CIHPER_KEY),{'identifier': 1},1,0,"""RSA/ECB/PKCS1Padding"""
net.cloudvision.app-69,Aes128DataSource.java,"Cipher.getInstance(""AES/CBC/PKCS7Padding"")",{'string_literal': 1},1,0,"""AES/CBC/PKCS7Padding"""
co.vulcanlabs.samsungremote-132,C10611a.java,"Cipher.getInstance(""AES/CBC/PKCS7PADDING"")",{'string_literal': 1},1,0,"""AES/CBC/PKCS7PADDING"""
com.sunlit.technologies-1,afw.java,"Cipher.getInstance(""AES/CBC/NoPadding"")",{'string_literal': 1},1,0,"""AES/CBC/NoPadding"""
com.mm.android.direct.mclarenphone-174,C5462b.java,"Cipher.getInstance(""AES/CBC/PKCS7Padding"")",{'string_literal': 1},1,0,"""AES/CBC/PKCS7Padding"""
com.Spotted-3,RSAUtil.java,Cipher.getInstance(str),{'identifier': 1},1,0,"""RSA"" (512 KEY)"
com.ridemovi.app-169589042,AESKW.java,"Cipher.getInstance(""AESWrap"")",{'string_literal': 1},1,0,"""AESWrap"""
com.qingniu.runcobo-24,DES.java,"Cipher.getInstance(""DES/ECB/PKCS5Padding"")",{'string_literal': 1},1,0,"""DES/ECB/PKCS5Padding"""
ru.beward.intercom-5090,CencEncryptingSampleList.java,"Cipher.getInstance(""AES/CTR/NoPadding"")",{'string_literal': 1},1,0,"""AES/CTR/NoPadding"""
com.singtel.mysingtel-308,C6977b.java,"Cipher.getInstance(""AES/GCM/NoPadding"")",{'string_literal': 1},1,0,"""AES/GCM/NoPadding"""
com.laview.smart-23,EncryptUtils.java,"Cipher.getInstance(""AES/CBC/PKCS5Padding"")",{'string_literal': 1},1,0,"""AES/CBC/PKCS5Padding"""
com.tenda.router.app-82,C6983a.java,"Cipher.getInstance(""AES/CBC/PKCS5Padding"")",{'string_literal': 1},1,0,"""AES/CBC/PKCS5Padding"""
com.youqin.bossaudiobcam.app-2023062901,Aes128DataSource.java,"Cipher.getInstance(""AES/CBC/PKCS7Padding"")",{'string_literal': 1},1,0,"""AES/CBC/PKCS7Padding"""
com.restock.iscanbrowser-130,AesGcmSivKeyManager.java,"Cipher.getInstance(""AES/GCM-SIV/NoPadding"")",{'string_literal': 1},1,0,"""AES/GCM-SIV/NoPadding"""
com.sec.android.easyMover-374801130,C1637m.java,Cipher.getInstance(str2),{'identifier': 1},1,0,-
com.yunyi.smartcamera.yuanren-20,C2288k.java,"Cipher.getInstance(""AES/CBC/PKCS7Padding"")",{'string_literal': 1},1,0,"""AES/CBC/PKCS7Padding"""
com.wooxhome.smart-25,AESEncryptor.java,Cipher.getInstance(str),{'identifier': 1},1,0,"""AES/CBC/PKCS5Padding"""
com.synology.livecam-165,KeyStoreHelper.java,Cipher.getInstance(CIPHER_ALGORITHM_AES),{'identifier': 1},1,0,"""AES/CTR/NoPadding"""
com.tecno.smart-9,BiometricManagerV23.java,"Cipher.getInstance(""AES/CBC/PKCS7Padding"")",{'string_literal': 1},1,0,"""AES/CBC/PKCS7Padding"""
wisdom_life.com.insraHome-2022050502,C0464g.java,"Cipher.getInstance(""RSA/ECB/PKCS1Padding"")",{'string_literal': 1},1,0,"""RSA/ECB/PKCS1Padding"""
com.ut.remote.projector-4,zzdjk.java,"Cipher.getInstance(""AES/CTR/NOPADDING"")",{'string_literal': 1},1,0,"""AES/CTR/NOPADDING"""
it.evco.epoca-31,PlantFile.java,"Cipher.getInstance(""AES/CBC/NoPadding"")",{'string_literal': 1},1,0,"""AES/CBC/NoPadding"""
com.smarthome.lamptan-40923322,EapilAesUtils.java,Cipher.getInstance(CIPHERMODE),{'identifier': 1},1,0,"""AES/CBC/PKCS5Padding"""
com.securekids.launcher_reloaded-212,tj2.java,"Cipher.getInstance(""DES/ECB/NoPadding"")",{'string_literal': 1},1,0,"""DES/ECB/NoPadding"""
com.weedle.tv_box_jadoo_remotes-10004,C4245a.java,"Cipher.getInstance(""AES/CBC/NoPadding"")",{'string_literal': 1},1,0,"""AES/CBC/NoPadding"""
net.ajcloud.homeguardone-10,AesCbcKS.java,Cipher.getInstance(f8272c),{'identifier': 1},1,0,"""AES/CBC/PKCS7Padding"""
com.maxisense.senseplus-12,DuckTool.java,"Cipher.getInstance(""AES/CBC/PKCS5Padding"")",{'string_literal': 1},1,0,"""AES/CBC/PKCS5Padding"""
com.safe2home.wifi-83,AESCrypt.java,"Cipher.getInstance(""AES/CBC/NoPadding"")",{'string_literal': 1},1,0,"""AES/CBC/NoPadding"""
com.view.ppcs-2023091501,C0982e.java,Cipher.getInstance(f817a),{'identifier': 1},1,0,"""DESede/CBC/PKCS5Padding"""
com.vidure.app-227,AlgorithmUtil.java,"Cipher.getInstance(""AES/CBC/NoPadding"")",{'string_literal': 1},1,0,"""AES/CBC/NoPadding"""
com.qinqi.smart_purifier-87,ApLinkEncrypter.java,"Cipher.getInstance(""AES/CBC/NoPadding"")",{'string_literal': 1},1,0,"""AES/CBC/NoPadding"""
devlowave.ble.notification.free-8,zzdoe.java,"Cipher.getInstance(""AES/CTR/NOPADDING"")",{'string_literal': 1},1,0,"""AES/CTR/NOPADDING"""
com.surpatne_177.Wifi_Control_Car-5,zzdjk.java,"Cipher.getInstance(""AES/ECB/NOPADDING"")",{'string_literal': 1},1,0,"""AES/ECB/NOPADDING"""
com.smart.internationalus-23090601,WiFiNetworksManager.java,Cipher.getInstance(AES_MODE),{'identifier': 1},1,0,"""AES/CBC/PKCS7Padding"""
com.Sunlike.MTE-1,C8615o0000Oo0.java,"Cipher.getInstance(""AES/CBC/NoPadding"")",{'string_literal': 1},1,0,"""AES/CBC/NoPadding"""
com.xTorc.sp-35,B4XEncryption.java,"Cipher.getInstance(""AES/CBC/PKCS5Padding"")",{'string_literal': 1},1,0,"""AES/CBC/PKCS5Padding"""
com.videointelligent.birds-43520818,AesCipherFactory.java,Cipher.getInstance(f8382d),{'identifier': 1},1,0,"String.format(""%s/%s/%s"", ""AES"", ""CBC"", ""PKCS7Padding"");"
com.stratisiot.mobile-20801001,Crypto.java,Cipher.getInstance(AES_MODE_M_OR_GREATER),{'identifier': 1},1,0,"""AES/GCM/NoPadding"""
com.quantavici.apps.weardasun-5,zzdu.java,"Cipher.getInstance(""AES/GCM/NoPadding"")",{'string_literal': 1},1,0,"""AES/GCM/NoPadding"""
com.samsung.android.gearpplugin-123030741,SAContactSecurityManager.java,Cipher.getInstance(transformation),{'identifier': 1},1,0,"""AES/CBC/PKCS5Padding"""
com.smartac.app.com-152,CipherHelper.java,Cipher.getInstance(str),{'identifier': 1},1,0,-
com.xylorixharvester-11,AESKW.java,"Cipher.getInstance(""AESWrap"")",{'string_literal': 1},1,0,"""AESWrap"""
com.raymi.mifm-313,NTLMEngineImpl.java,"Cipher.getInstance(""DES/ECB/NoPadding"")",{'string_literal': 1},1,0,"""DES/ECB/NoPadding"""
com.new.caralarm-11,FingerPrint.java,"Cipher.getInstance(""AES/CBC/PKCS7Padding"")",{'string_literal': 1},1,0,"""AES/CBC/PKCS7Padding"""
com.tmccompany.planethalo-2,SecureStoreModule.java,Cipher.getInstance(AES_CIPHER),{'identifier': 1},1,0,"""AES/GCM/NoPadding"""
syncev.co.uk-1693395279,AESGCM.java,"Cipher.getInstance(""AES/GCM/NoPadding"")",{'string_literal': 1},1,0,"""AES/GCM/NoPadding"""
com.yinzcam.wnba.lynx-2129607,C3876fu.java,"Cipher.getInstance(""AES/CBC/PKCS5PADDING"")",{'string_literal': 1},1,0,"""AES/CBC/PKCS5PADDING"""
com.quicksolveplus.qspmobile-121,NTLMEngineImpl.java,"Cipher.getInstance(""DES/ECB/NoPadding"")",{'string_literal': 1},1,0,"""DES/ECB/NoPadding"""
net.ncitglobal.freestylefitness-2020,Crypto.java,Cipher.getInstance(CIPHER_ALGORITHM),{'identifier': 1},1,0,"""AES/CBC/PKCS5Padding"""
com.probiometrics.procvt-152,NTLMEngineImpl.java,"Cipher.getInstance(""DES/ECB/NoPadding"")",{'string_literal': 1},1,0,"""DES/ECB/NoPadding"""
heartzones.com.heartzonestraining-14,EncryptionHelper.java,"Cipher.getInstance(""AES/ECB/PKCS5Padding"")",{'string_literal': 1},1,0,"""AES/ECB/PKCS5Padding"""
com.technology.easyforall-7,Util.java,"Cipher.getInstance(""AES/ECB/NoPadding"")",{'string_literal': 1},1,0,"""AES/ECB/NoPadding"""
com.toro.irritrollifedc-10301,Utilitaires.java,"Cipher.getInstance(""AES/ECB/PKCS5PADDING"")",{'string_literal': 1},1,0,"""AES/ECB/PKCS5PADDING"""
com.weedle.universal_ac_remote-10004,zzfye.java,"Cipher.getInstance(""AES/GCM-SIV/NoPadding"")",{'string_literal': 1},1,0,"""AES/GCM-SIV/NoPadding"""
com.via.vauto-144,AlgorithmUtil.java,"Cipher.getInstance(""AES/CBC/NoPadding"")",{'string_literal': 1},1,0,"""AES/CBC/NoPadding"""
com.smarthome.artani-50018313,C2715a.java,Cipher.getInstance(f14158f),{'identifier': 1},1,0,"""AES/GCM/NoPadding"""
fit.uptivo.uptivoapp-13652028,CryptoSecureKeyWrapperImpl.java,Cipher.getInstance(str2),{'identifier': 1},1,0,-
com.puro.puro-6,NTLMEngineImpl.java,"Cipher.getInstance(""DES/ECB/NoPadding"")",{'string_literal': 1},1,0,"""DES/ECB/NoPadding"""
com.samsung.galaxy.budslive.guide-10008,zzayi.java,"Cipher.getInstance(""AES/ECB/NOPADDING"")",{'string_literal': 1},1,0,"""AES/ECB/NOPADDING"""
rocks.keyless.app.android-1136,C0230e.java,"Cipher.getInstance(""AES/CBC/PKCS7Padding"")",{'string_literal': 1},1,0,"""AES/CBC/PKCS7Padding"""
com.nous.smart-20,DuckTool.java,"Cipher.getInstance(""AES/CBC/PKCS5Padding"")",{'string_literal': 1},1,0,"""AES/CBC/PKCS5Padding"""
com.raiing.thermometer-15036,C2933b.java,"Cipher.getInstance(""AES/CBC/PKCS5Padding"")",{'string_literal': 1},1,0,"""AES/CBC/PKCS5Padding"""
com.luminsmart.morse-20319,CryptoUtil.java,Cipher.getInstance(AES_TRANSFORMATION),{'identifier': 1},1,0,"""AES/GCM/NOPADDING"""
io.noiseaware.mobile-2024,C4126o.java,"Cipher.getInstance(""AES/GCM/NoPadding"")",{'string_literal': 1},1,0,"""AES/GCM/NoPadding"""
com.timetwo.clan-23,EncryptUtils.java,Cipher.getInstance(DEFAULT_FULL_ALGORITHM),{'identifier': 1},1,0,"""AES/CBC/PKCS5Padding"""
com.securifi.almondplus-112,C3425d.java,"Cipher.getInstance(""AES"")",{'string_literal': 1},1,0,"""AES"""
ibourk.remote.meyrocu-7,C1525H8.java,Cipher.getInstance(A02),{'identifier': 1},1,0,-
com.simasoftex.waterreminder-1,zzdjk.java,"Cipher.getInstance(""AES/ECB/NOPADDING"")",{'string_literal': 1},1,0,"""AES/ECB/NOPADDING"""
kr.dnx.ble.android.touchcare-165,CachedContentIndex.java,"Cipher.getInstance(""AES/CBC/PKCS5PADDING"")",{'string_literal': 1},1,0,"""AES/CBC/PKCS5PADDING"""
com.samsung.android.samsungpay.gear-503620006,RSA.java,"Cipher.getInstance(""RSA/ECB/PKCS1Padding"")",{'string_literal': 1},1,0,"""RSA/ECB/PKCS1Padding"""
com.vava.dashcam-39,k50.java,"Cipher.getInstance(""AES/CBC/PKCS5Padding"")",{'string_literal': 1},1,0,"""AES/CBC/PKCS5Padding"""
com.robinradar.mobileviewer.v4-420100021,Crypto.java,Cipher.getInstance(f6401b),{'identifier': 1},1,0,crypto.getCypherTransformation();
com.securenettech.addsecure6production-47,FingerprintAuth.java,"Cipher.getInstance(""AES/CBC/PKCS7Padding"")",{'string_literal': 1},1,0,"""AES/CBC/PKCS7Padding"""
shh.iot.iappliances-4,qbddddb.java,"Cipher.getInstance(""AES/CBC/NoPadding"")",{'string_literal': 1},1,0,"""AES/CBC/NoPadding"""
com.spectrum.smart-20,qppbpdp.java,"Cipher.getInstance(""AES/CBC/NoPadding"")",{'string_literal': 1},1,0,"""AES/CBC/NoPadding"""
com.tubqrobo.tubqrobo-7,AesFlushingCipher.java,"Cipher.getInstance(""AES/CTR/NoPadding"")",{'string_literal': 1},1,0,"""AES/CTR/NoPadding"""
com.security.smartipro-2,RSAUtil.java,Cipher.getInstance(str),{'identifier': 1},1,0,-
com.trainerize.fitathletic-795001,AESKW.java,"Cipher.getInstance(""AESWrap"")",{'string_literal': 1},1,0,"""AESWrap"""
com.ujia.smart-6,EncryptUtils.java,Cipher.getInstance(DEFAULT_FULL_ALGORITHM),{'identifier': 1},1,0,"""AES/CBC/PKCS5Padding"""
com.youfatrn.keypeo-80,AESUtil.java,"Cipher.getInstance(""AES/CBC/PKCS5Padding"")",{'string_literal': 1},1,0,"""AES/CBC/PKCS5Padding"""
de.steinel.camlight-145,DES.java,"Cipher.getInstance(""DES"")",{'string_literal': 1},1,0,"""DES"""
net.flexoptix.android-36,Crypter.java,"Cipher.getInstance(""AES/CTR/NoPadding"")",{'string_literal': 1},1,0,"""AES/CTR/NoPadding"""
itdim.shsm-35,C3093eg.java,"Cipher.getInstance(""DES"")",{'string_literal': 1},1,0,"""DES"""
com.nuvogroup.invu-8000,C5672fp.java,"Cipher.getInstance(""AES/GCM/NoPadding"")",{'string_literal': 1},1,0,"""AES/GCM/NoPadding"""
com.simplisafe.mobile-20826,DefaultJcaJceHelper.java,Cipher.getInstance(str),{'identifier': 1},1,0,-
com.lelic.speedcam.light-127,C1995c.java,Cipher.getInstance(AES_MODE_FOR_POST_API_23),{'identifier': 1},1,0,"""AES/GCM/NoPadding"""
ua.sbi.control8plus-57,CryptUtils.java,Cipher.getInstance(TRANSFORMATION_AES),{'identifier': 1},1,0,"""AES/CBC/PKCS5PADDING"""
tesla.scada2.android-108,NTLMEngineImpl.java,"Cipher.getInstance(""DES/ECB/NoPadding"")",{'string_literal': 1},1,0,"""DES/ECB/NoPadding"""
com.trainerize.anytimefitnessdigital-795000,AESKW.java,"Cipher.getInstance(""AESWrap"")",{'string_literal': 1},1,0,"""AESWrap"""
com.nuvia.cosa-500093,AesCbcKS.java,Cipher.getInstance(f1958c),{'identifier': 1},1,0,"""AES/CBC/PKCS7Padding"""
com.mycooey.patient-426,Cryptography.java,Cipher.getInstance(AES_MODE_M_OR_GREATER),{'identifier': 1},1,0,"""AES/GCM/NoPadding"""
com.econsystems.webeecamtrial-2021040702,WCS.java,Cipher.getInstance(nativeGetString),{'identifier': 1},1,0,nativeGetString = nativeGetString(1);
com.schneiderelectric.masterpactmtz-5010150,C3720e5.java,"Cipher.getInstance(""AES/GCM/NoPadding"")",{'string_literal': 1},1,0,"""AES/GCM/NoPadding"""
com.qucit.bikepredictredistribution-1707032764,CipherHelper.java,Cipher.getInstance(str),{'identifier': 1},1,0,-
io.dride-1415,zzfo.java,"Cipher.getInstance(""AES/GCM/NoPadding"")",{'string_literal': 1},1,0,"""AES/GCM/NoPadding"""
vivotek.iviewer2.app-42,C2012j.java,"Cipher.getInstance(""AES/GCM/NoPadding"")",{'string_literal': 1},1,0,"""AES/GCM/NoPadding"""
